2020-04-06 10:52:35,752 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	BTC/EUR, 	6655.01, 	6598.96, 	0.849376%, 	0.600000%
2020-04-06 10:52:42,804 INFO    OPPORTUNITY, 	Binance     , 	Bitfinex    , 	ETH/EUR, 	143.81, 	143.08, 	0.510204%, 	0.300000%
2020-04-06 10:53:20,771 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	BTC/EUR, 	6655.01, 	6603.06, 	0.786756%, 	0.600000%
2020-04-06 10:53:26,421 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	PAX/USDT, 	1.0030194, 	0.9999, 	0.311971%, 	0.240000%
2020-04-06 10:53:30,902 INFO    OPPORTUNITY, 	Poloniex    , 	Binance     , 	WIN/TRX, 	0.00649002, 	0.00644, 	0.776708%, 	0.190000%
2020-04-06 10:53:32,498 INFO    OPPORTUNITY, 	Bittrex     , 	Poloniex    , 	GRIN/BTC, 	7e-05, 	6.933e-05, 	0.966393%, 	0.340000%
2020-04-06 10:53:35,455 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	GTO/ETH, 	6.27e-05, 	3.085e-05, 	103.241491%, 	0.250000%
2020-04-06 10:54:03,854 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	BTC/EUR, 	6657.58, 	6601.95, 	0.842630%, 	0.600000%
2020-04-06 10:54:53,441 INFO    OPPORTUNITY, 	Binance     , 	Bittrex     , 	BTC/EUR, 	6657.58, 	6610.959, 	0.705208%, 	0.350000%
2020-04-06 10:55:56,524 INFO    OPPORTUNITY, 	Binance     , 	Kraken      , 	BTC/EUR, 	6655.08, 	6609.2, 	0.694184%, 	0.360000%
2020-04-06 10:56:04,676 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	GTO/USDT, 	0.0098, 	0.00479, 	104.592902%, 	0.250000%
2020-04-06 10:56:06,292 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	PAX/USDT, 	1.0030194, 	0.9999, 	0.311971%, 	0.240000%
2020-04-06 10:56:46,805 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007974, 	0.007631, 	4.494824%, 	0.410000%
2020-04-06 10:57:24,317 INFO    OPPORTUNITY, 	Kraken      , 	Bitfinex    , 	BTC/GBP, 	5830.1, 	5801.0, 	0.501638%, 	0.460000%
2020-04-06 10:58:13,752 INFO    OPPORTUNITY, 	OKEX        , 	Bittrex     , 	NXT/BTC, 	1.55e-06, 	1.33e-06, 	16.541353%, 	0.400000%
2020-04-06 10:58:14,171 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/BTC, 	0.00796424, 	0.007632, 	4.353249%, 	0.240000%
2020-04-06 10:58:20,005 INFO    OPPORTUNITY, 	Bittrex     , 	Poloniex    , 	GRIN/BTC, 	7e-05, 	6.959e-05, 	0.589165%, 	0.340000%
2020-04-06 10:58:36,840 INFO    OPPORTUNITY, 	Binance     , 	Bitfinex    , 	ETH/EUR, 	143.86, 	143.25, 	0.425829%, 	0.300000%
