2020-04-10 07:08:56, 	Poloniex    , 	OKEX        , 	ETC/USDT, 	5.49146749, 	0.18226458, 	5.476, 	6.51423, 	0.282460%, 	0.240000%, 	0.042460%
2020-04-10 07:09:11, 	Poloniex    , 	OKEX        , 	ETC/USDT, 	5.482, 	2.13233674, 	5.475, 	0.24526, 	0.127854%, 	0.240000%, 	-0.112146%
