2020-04-09 10:11:15, 	Poloniex    , 	Binance     , 	DASH/USDT, 	79.26, 	0.05717112, 	79.04, 	1.37933, 	0.278340%, 	0.190000%, 	0.088340%
2020-04-09 10:11:30, 	Poloniex    , 	Binance     , 	DASH/USDT, 	78.87150188, 	0.00112, 	79.06, 	0.81162, 	-0.238424%, 	0.190000%, 	-0.428424%
