2020-04-08 17:17:13, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	375.94736842, 	1.3e-06, 	72.578, 	2.307692%, 	0.400000%, 	1.907692%
2020-04-10 05:10:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1878.818, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:10:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1878.818, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:10:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:11:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:11:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:11:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:11:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:12:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:12:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:12:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:12:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:13:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:13:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:13:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:13:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:14:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:14:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:14:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:14:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:15:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:15:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:15:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:15:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:16:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:16:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:16:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:16:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:17:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:17:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:17:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:17:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:18:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:18:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1880.173, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:18:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:18:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:19:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:19:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:19:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:19:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	816.01503759, 	1.28e-06, 	1.355, 	3.906250%, 	0.400000%, 	3.506250%
2020-04-10 05:20:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:20:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:20:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:20:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:21:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:21:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:21:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:21:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:22:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:22:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:22:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:22:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:23:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:23:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:23:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:23:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:24:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:24:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:24:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:24:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:25:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:25:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:25:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:25:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:26:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:26:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:26:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:26:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:27:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:27:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:27:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:27:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:28:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:28:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:28:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:28:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:29:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:29:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:29:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:29:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:30:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:30:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:30:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:30:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:31:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:31:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:31:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:31:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:32:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:32:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:32:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:32:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:33:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:33:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:33:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:33:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:34:01, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:34:16, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:34:31, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:34:46, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:35:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:35:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:35:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:35:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:36:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:36:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:36:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:36:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:37:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:37:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:37:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:37:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:38:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:38:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:38:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:38:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:39:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:39:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:39:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:39:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:40:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:40:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:40:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:40:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.28e-06, 	1.355, 	4.687500%, 	0.400000%, 	4.287500%
2020-04-10 05:41:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.29e-06, 	1910.77, 	3.875969%, 	0.400000%, 	3.475969%
2020-04-10 05:41:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.29e-06, 	26558.593, 	3.875969%, 	0.400000%, 	3.475969%
2020-04-10 05:41:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.29e-06, 	1910.77, 	3.875969%, 	0.400000%, 	3.475969%
2020-04-10 05:41:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9779.029, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:42:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	59876.346, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:42:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9779.029, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:42:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	19236.437, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:42:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9779.029, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:43:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	19237.543, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:43:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	19237.543, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:43:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9779.029, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:43:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	32608.552, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:44:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	50417.78, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:44:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9779.029, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 05:44:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:44:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:45:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:45:17, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:45:32, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:45:47, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 05:46:02, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	1.353, 	3.076923%, 	0.400000%, 	2.676923%
