2020-04-08 17:17:13, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	375.94736842, 	1.3e-06, 	72.578, 	2.307692%, 	0.400000%, 	1.907692%
2020-04-09 23:07:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:07:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:08:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:08:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:08:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:08:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:09:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:09:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:09:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	25091.107, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:09:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:10:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	50031.796, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:10:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:10:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:10:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:11:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:11:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:11:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:11:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:12:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:12:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:12:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	3460.071, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:12:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:13:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:13:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:13:37, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:13:52, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:14:07, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	1291.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:14:22, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:14:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:14:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:15:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:15:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:15:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:15:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:16:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:16:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:16:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:16:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:17:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:17:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:17:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:17:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:18:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	3460.071, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:18:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	3460.071, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:18:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:18:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:19:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:19:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:19:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:19:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:20:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:20:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:20:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:20:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:21:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:21:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:21:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:21:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:22:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:22:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:22:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:22:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:23:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:23:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:23:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	2433.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:23:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:24:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:24:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:24:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:24:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:25:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:25:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:25:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:25:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:26:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:26:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:26:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:26:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	1390.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:27:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:27:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	1853.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:27:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:27:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:28:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	1632.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:28:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:28:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:28:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:29:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:29:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:29:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	4334.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:29:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:30:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:30:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:30:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:30:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:31:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:31:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:31:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:31:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:32:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:32:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:32:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:32:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:33:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:33:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:33:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:33:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:34:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:34:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:34:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:34:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:35:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:35:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:35:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:35:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:36:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:36:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:36:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:36:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:37:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:37:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:37:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	289.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:37:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:38:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:38:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:38:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:38:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:39:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:39:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:39:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:39:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.3e-06, 	3279.0, 	1.538462%, 	0.400000%, 	1.138462%
2020-04-09 23:40:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:40:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:40:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:40:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:41:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:41:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:41:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:41:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:42:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:42:23, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:42:38, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:42:53, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
2020-04-09 23:43:08, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.32e-06, 	223.51236842, 	1.31e-06, 	2190.344, 	0.763359%, 	0.400000%, 	0.363359%
