2020-04-11 10:46:51, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190157.20372966, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:45:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:46:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:03, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:03, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:03, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:18, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:18, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:18, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:33, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:33, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:33, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:48, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:48, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:48:48, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:49:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:49:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:49:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:50:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:51:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:51:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:51:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:52:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:04, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:04, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:04, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:19, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:19, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:19, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:34, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:34, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:34, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:49, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:49, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:54:49, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:55:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:55:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:55:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:23, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:56:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:57:46, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:57:46, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 11:57:46, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	190245.20196533, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:27:04, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:27:19, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:27:34, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:27:49, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:28:54, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:29:09, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:29:24, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:29:39, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:30:45, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:31:00, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:31:15, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:31:30, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:32:34, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:32:49, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:33:04, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:33:19, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:34:26, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:34:41, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:34:56, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:35:11, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:36:17, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:36:32, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:36:47, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:37:02, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:38:07, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:38:22, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:38:37, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:39:45, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:40:00, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:40:15, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:40:30, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:41:35, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:41:50, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:42:05, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:42:20, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:43:28, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:43:43, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:43:58, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:44:13, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:45:20, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:45:35, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:45:50, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:47:09, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:47:24, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:47:39, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:48:55, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:49:10, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:49:25, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:49:41, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:50:46, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:51:01, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:51:16, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:51:31, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:52:38, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:52:53, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:53:08, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:53:24, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
2020-04-11 13:53:39, 	Bitfinex    , 	Bittrex     , 	IOST/BTC, 	4.8e-07, 	48.29296317, 	4.7e-07, 	171134.50415251, 	2.127660%, 	0.450000%, 	1.677660%
