2020-04-07 22:37:28, 	OKEX        , 	Poloniex    , 	XTZ/BTC, 	0.00027256, 	184.0, 	0.00027171, 	1.1061099, 	0.312834%, 	0.240000%, 	0.072834%
2020-04-07 22:37:58, 	OKEX        , 	Poloniex    , 	XTZ/BTC, 	0.00027244, 	934.75075075, 	0.0002752, 	472.43727804, 	-1.002907%, 	0.240000%, 	-1.242907%
