2020-04-10 13:42:59, 	Binance     , 	Bittrex     , 	XZC/BTC, 	0.0004913, 	5.32, 	0.00048932, 	34.0, 	0.404643%, 	0.350000%, 	0.054643%
2020-04-10 13:43:14, 	Binance     , 	Bittrex     , 	XZC/BTC, 	0.0004909, 	1.13, 	0.00048932, 	34.0, 	0.322897%, 	0.350000%, 	-0.027103%
