2020-04-09 14:06:01, 	OKEX        , 	Binance     , 	ZEN/BTC, 	0.00082, 	0.51198, 	0.0008137, 	4.71, 	0.774241%, 	0.250000%, 	0.524241%
2020-04-09 14:06:16, 	OKEX        , 	Binance     , 	ZEN/BTC, 	0.00081, 	7.85957, 	0.0008137, 	4.71, 	-0.454713%, 	0.250000%, 	-0.704713%
