2020-04-10 10:45:56, 	Bitfinex    , 	Binance     , 	ETH/BTC, 	0.022955, 	16234.85683956, 	0.022882, 	21.009, 	0.319028%, 	0.300000%, 	0.019028%
2020-04-10 10:46:11, 	Bitfinex    , 	Binance     , 	ETH/BTC, 	0.022955, 	16126.56389538, 	0.022899, 	0.087, 	0.244552%, 	0.300000%, 	-0.055448%
