2020-04-10 08:08:37, 	Bitfinex    , 	OKEX        , 	ETH/USDT, 	159.78, 	6.16572037, 	159.12, 	4.444153, 	0.414781%, 	0.350000%, 	0.064781%
2020-04-10 08:09:49, 	Bitfinex    , 	OKEX        , 	ETH/USDT, 	159.83, 	0.05053279, 	159.46, 	2.0, 	0.232033%, 	0.350000%, 	-0.117967%
