2020-04-10 03:37:01, 	OKEX        , 	Binance     , 	ATOM/BTC, 	0.00034923, 	0.2863, 	0.0003475, 	208.02, 	0.497842%, 	0.250000%, 	0.247842%
2020-04-10 03:37:16, 	OKEX        , 	Binance     , 	ATOM/BTC, 	0.00034671, 	9.0, 	0.0003477, 	10.48, 	-0.284728%, 	0.250000%, 	-0.534728%
