2020-04-07 20:24:50, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18901534, 	376.5940758, 	0.18815, 	261.63564845, 	0.459920%, 	0.400000%, 	0.059920%
2020-04-09 11:56:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:56:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:56:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:57:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:57:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:57:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:57:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:58:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:58:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:58:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:58:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:59:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:59:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:59:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:59:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:00:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:00:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:00:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:00:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:01:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:01:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:01:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:01:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:02:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:02:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:02:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:02:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:03:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:03:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:03:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:03:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:04:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:04:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:04:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:04:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:05:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:05:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:05:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:05:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:06:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:06:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:06:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:06:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:07:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:07:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:07:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:07:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:08:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:08:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:08:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:08:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:09:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:09:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:09:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:09:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:10:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:10:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:10:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:10:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:11:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:11:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:11:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:11:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:12:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:12:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:12:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:12:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:13:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:13:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:13:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:13:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:14:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:14:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:14:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:14:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:15:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:15:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:15:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:15:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:16:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:16:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:16:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:16:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:17:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:17:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:17:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:17:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:18:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:18:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:18:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:18:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:19:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:19:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:19:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:19:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:20:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:20:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:20:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:20:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:21:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:21:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:21:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:21:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:22:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:22:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:22:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:22:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:23:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:23:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:23:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:23:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:24:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:24:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:24:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:24:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:25:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:25:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:25:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:25:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:26:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:26:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:26:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:26:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:27:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:27:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:27:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:27:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:28:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:28:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:28:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:28:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:29:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:29:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:29:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:29:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:30:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:30:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:30:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:30:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:31:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:31:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:31:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:31:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:32:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:32:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 12:32:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18475991, 	924.35761472, 	0.18419, 	4.5, 	0.309414%, 	0.400000%, 	-0.090586%
2020-04-09 13:12:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18465652, 	239.60128215, 	0.18301, 	201.911, 	0.899689%, 	0.400000%, 	0.499689%
2020-04-09 13:12:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18465652, 	239.60128215, 	0.18301, 	201.911, 	0.899689%, 	0.400000%, 	0.499689%
2020-04-09 13:12:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18465652, 	239.60128215, 	0.18301, 	201.911, 	0.899689%, 	0.400000%, 	0.499689%
2020-04-09 13:13:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18465652, 	239.60128215, 	0.18301, 	201.911, 	0.899689%, 	0.400000%, 	0.499689%
2020-04-09 13:13:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18465652, 	239.60128215, 	0.18301, 	201.911, 	0.899689%, 	0.400000%, 	0.499689%
